YrCaught,YrTagged,Length,Weight,Site,AgeP
9,9,68,3.3,Site 3,0
9,9,71,3.7,Site 3,0
9,9,113,15.9,Site 3,1
9,9,128,23.2,Site 3,1
9,9,142,28.9,Site 3,2
9,9,114,14.6,Site 3,1
9,9,108,14,Site 3,1
9,9,84,7.2,Site 3,0
9,9,69,3.3,Site 3,0
9,9,97,9.7,Site 3,0
9,9,91,8,Site 3,0
9,9,91,8.3,Site 3,0
9,9,69,3.3,Site 3,0
9,9,67,3.3,Site 3,0
9,NA,64,3,Site 3,0
9,NA,59,2.2,Site 3,0
9,NA,59,2.4,Site 3,0
9,NA,55,1.9,Site 3,0
9,NA,63,2.8,Site 3,0
9,NA,62,2.7,Site 3,0
9,NA,51,1.3,Site 3,0
9,NA,56,1.7,Site 3,0
9,NA,56,2,Site 3,0
9,NA,50,1.4,Site 3,0
9,NA,44,0.9,Site 3,0
9,NA,59,2.2,Site 3,0
9,NA,60,2.5,Site 3,0
9,NA,56,1.8,Site 3,0
9,NA,49,1.2,Site 3,0
9,NA,40,0.6,Site 3,0
9,NA,50,1.2,Site 3,0
9,NA,51,1.6,Site 3,0
9,NA,50,1.4,Site 3,0
9,NA,61,2.2,Site 3,0
9,NA,58,2.1,Site 3,0
9,NA,52,1.3,Site 3,0
9,NA,57,1.8,Site 3,0
9,NA,48,1.2,Site 3,0
9,NA,55,1.8,Site 3,0
9,NA,59,2.4,Site 3,0
9,NA,49,1.2,Site 3,0
9,NA,52,1.5,Site 3,0
9,NA,60,2.5,Site 3,0
9,NA,48,1.2,Site 3,0
9,NA,55,1.7,Site 3,0
9,NA,45,1,Site 3,0
9,NA,64,2.4,Site 3,0
9,NA,62,2.5,Site 3,0
9,NA,59,2,Site 3,0
9,NA,61,2.2,Site 3,0
9,NA,57,1.8,Site 3,0
9,NA,59,2.1,Site 3,0
9,NA,39,0.7,Site 3,0
9,NA,56,1.9,Site 3,0
9,NA,55,3,Site 3,0
9,NA,61,2.1,Site 3,0
9,NA,50,1.3,Site 3,0
9,NA,62,2.5,Site 3,0
9,NA,44,0.9,Site 3,0
9,NA,39,0.6,Site 3,0
9,NA,52,1.3,Site 3,0
9,NA,53,1.6,Site 3,0
9,NA,53,1.6,Site 3,0
9,NA,55,1.5,Site 3,0
9,NA,57,2.1,Site 3,0
9,NA,58,2.2,Site 3,0
9,NA,51,1.2,Site 3,0
9,NA,49,1.2,Site 3,0
9,NA,45,0.9,Site 3,0
9,NA,43,0.8,Site 3,0
9,NA,55,1.4,Site 3,0
9,NA,55,1.6,Site 3,0
9,NA,46,1,Site 3,0
9,NA,53,1.6,Site 3,0
9,NA,49,1.2,Site 3,0
9,NA,52,1.1,Site 3,0
9,NA,59,2.4,Site 3,0
9,NA,58,2.1,Site 3,0
9,NA,51,1.5,Site 3,0
9,NA,58,2.2,Site 3,0
9,NA,61,2.6,Site 3,0
9,NA,56,2,Site 3,0
9,NA,48,1.2,Site 3,0
9,NA,58,2.1,Site 3,0
9,NA,50,1.3,Site 3,0
9,NA,62,2.6,Site 3,0
9,NA,60,2.3,Site 3,0
9,NA,47,1.3,Site 3,0
9,NA,59,2.6,Site 3,0
9,NA,63,2.9,Site 3,0
9,NA,56,1.8,Site 3,0
9,NA,56,1.8,Site 3,0
9,NA,60,2,Site 3,0
9,NA,58,2,Site 3,0
9,NA,60,2.4,Site 3,0
9,NA,54,1.5,Site 3,0
9,NA,52,1.5,Site 3,0
9,NA,61,2.1,Site 3,0
9,NA,57,2,Site 3,0
9,NA,56,1.7,Site 3,0
9,NA,63,2.6,Site 3,0
9,NA,63,2.4,Site 3,0
9,NA,57,2,Site 3,0
9,NA,58,1.8,Site 3,0
9,NA,62,2.8,Site 3,0
9,NA,50,1.3,Site 3,0
9,NA,46,0.8,Site 3,0
9,NA,59,2.2,Site 3,0
9,NA,63,2.7,Site 3,0
9,NA,61,2.7,Site 3,0
9,NA,63,2.5,Site 3,0
9,NA,49,1.2,Site 3,0
9,NA,59,1.9,Site 3,0
9,NA,48,1,Site 3,0
9,NA,52,1.2,Site 3,0
9,NA,63,2.5,Site 3,0
9,NA,62,2.4,Site 3,0
9,NA,48,0.9,Site 3,0
9,NA,51,1.2,Site 3,0
9,NA,52,1.3,Site 3,0
9,NA,54,1.4,Site 3,0
9,NA,50,1.2,Site 3,0
9,NA,75,4.9,Site 3,0
9,NA,63,2.4,Site 3,0
9,NA,62,2.4,Site 3,0
9,NA,50,1.3,Site 3,0
9,NA,60,2.3,Site 3,0
9,NA,61,2.3,Site 3,0
9,9,154,39.1,Site 1,2
9,9,76,5.1,Site 1,0
9,9,141,30.7,Site 1,2
9,9,67,3.1,Site 1,0
9,9,137,25.9,Site 1,2
9,9,79,5.1,Site 1,0
9,9,68,3.6,Site 1,0
9,9,69,3.5,Site 1,0
9,9,65,2.9,Site 1,0
9,9,67,3.4,Site 1,0
9,9,69,3.5,Site 1,0
9,9,140,31.3,Site 1,2
9,9,72,4.1,Site 1,0
9,9,81,6.5,Site 1,0
9,9,85,6.7,Site 1,0
9,9,68,3.5,Site 1,0
9,9,65,3.2,Site 1,0
9,9,72,4,Site 1,0
9,9,69,3.3,Site 1,0
9,9,80,5.6,Site 1,0
9,9,69,3.6,Site 1,0
9,9,68,3.3,Site 1,0
9,9,66,3,Site 1,0
9,9,128,22.8,Site 1,1
9,9,132,24.8,Site 1,1
9,9,74,4.3,Site 1,0
9,9,149,33.6,Site 1,2
9,9,120,19.5,Site 1,1
9,9,71,3.6,Site 1,0
9,9,123,19.7,Site 1,1
9,9,83,7.7,Site 1,0
9,9,130,22.3,Site 1,1
9,9,74,4.3,Site 1,0
9,9,74,4,Site 1,0
9,9,83,6.3,Site 1,0
9,9,69,3.7,Site 1,0
9,9,76,4.7,Site 1,0
9,9,72,4.1,Site 1,0
9,9,72,3.9,Site 1,0
9,9,68,3.3,Site 1,0
9,9,111,14.6,Site 1,1
9,9,70,3.7,Site 1,0
9,9,143,29.8,Site 1,2
9,9,131,23.1,Site 1,1
9,9,73,3.9,Site 1,0
9,9,85,6.5,Site 1,0
9,9,71,4.7,Site 1,0
9,9,131,24.8,Site 1,1
9,9,86,6.8,Site 1,0
9,9,65,3.3,Site 1,0
9,9,67,3.5,Site 1,0
9,9,68,3.3,Site 1,0
9,9,81,5.3,Site 1,0
9,9,72,4.2,Site 1,0
9,9,201,85.8,Site 1,3
9,9,67,3.3,Site 1,0
9,9,69,3.4,Site 1,0
9,9,72,4.2,Site 1,0
9,9,66,3.3,Site 1,0
9,9,71,4.1,Site 1,0
9,9,74,4.5,Site 1,0
9,9,82,6.3,Site 1,0
9,9,88,7.6,Site 1,0
9,9,87,6.5,Site 1,0
9,9,122,20.1,Site 1,1
9,9,74,4.4,Site 1,0
9,9,85,6.4,Site 1,0
9,9,75,4.7,Site 1,0
9,9,72,4.1,Site 1,0
9,9,165,47.7,Site 1,2
9,9,131,25,Site 1,1
9,9,91,7.9,Site 1,0
9,9,83,6.4,Site 1,0
9,9,67,3.3,Site 1,0
9,9,69,3.6,Site 1,0
9,9,114,17.7,Site 1,1
9,9,134,25.5,Site 1,1
9,9,72,3.8,Site 1,0
9,9,71,3.8,Site 1,0
9,9,74,5,Site 1,0
9,9,72,3.9,Site 1,0
9,9,67,3.7,Site 1,0
9,9,74,4.4,Site 1,0
9,9,72,4.6,Site 1,0
9,9,76,5.2,Site 1,0
9,9,69,3.9,Site 1,0
9,9,168,52.5,Site 1,2
9,9,70,3.9,Site 1,0
9,9,147,32.7,Site 1,2
9,9,122,17.2,Site 1,1
9,9,72,4,Site 1,0
9,9,146,31.8,Site 1,2
9,9,94,9.1,Site 1,0
9,9,81,6,Site 1,0
9,9,68,4.3,Site 1,0
9,9,81,6.8,Site 1,0
9,9,70,3.8,Site 1,0
9,9,67,3.5,Site 1,0
9,9,75,5.3,Site 1,0
9,9,74,4,Site 1,0
9,9,77,4.6,Site 1,0
9,9,79,5.4,Site 1,0
9,9,66,3,Site 1,0
9,9,135,26.3,Site 1,1
9,9,146,31.6,Site 1,2
9,NA,53,1.8,Site 1,0
9,NA,63,3,Site 1,0
9,NA,64,2.7,Site 1,0
9,NA,45,0.8,Site 1,0
9,NA,64,2.7,Site 1,0
9,NA,64,2.8,Site 1,0
9,NA,61,2.3,Site 1,0
9,NA,52,1.4,Site 1,0
9,NA,64,2.7,Site 1,0
9,NA,59,2.2,Site 1,0
9,NA,60,2.4,Site 1,0
9,NA,62,2.5,Site 1,0
9,NA,64,3.2,Site 1,0
9,NA,63,2.7,Site 1,0
9,NA,60,2.3,Site 1,0
9,NA,57,2,Site 1,0
9,NA,62,2.4,Site 1,0
9,NA,61,2.5,Site 1,0
9,NA,63,3,Site 1,0
